[2019-12-28 16:21:03,906] [INFO] : RootScreen: App has started
[2019-12-28 16:21:33,472] [DEBUG] : LanguageScreen: mk language is used
[2019-12-28 16:21:35,157] [DEBUG] : SignInScreen: labels are configured
[2019-12-28 16:21:48,887] [DEBUG] : Homeboard: labels are configured.
[2019-12-28 16:21:48,888] [INFO] : SignInScreen: User demo@test.com is successfully signed in
[2019-12-28 16:21:52,608] [DEBUG] : PuzzleConnection: fetch_all_puzzles called
[2019-12-28 16:21:52,608] [DEBUG] : MyPuzzleScreen: puzzles are loaded
[2019-12-28 16:21:55,629] [DEBUG] : PuzzleConnection: get_puzzle_id: puzzle_name: demo, user_id: 40, result =121
[2019-12-28 16:21:55,633] [DEBUG] : PictureViewScreen: labels are configured
[2019-12-28 16:21:57,457] [DEBUG] : PictureViewScreen: btn_goback is clicked
[2019-12-28 16:21:57,490] [DEBUG] : PuzzleConnection: fetch_all_puzzles called
[2019-12-28 16:21:57,490] [DEBUG] : MyPuzzleScreen: puzzles are loaded
[2019-12-28 16:23:03,202] [INFO] : RootScreen: App has started
[2019-12-28 16:23:08,946] [DEBUG] : LanguageScreen: mk language is used
[2019-12-28 16:23:10,841] [DEBUG] : SignInScreen: labels are configured
[2019-12-28 16:23:25,049] [DEBUG] : Homeboard: labels are configured.
[2019-12-28 16:23:25,050] [INFO] : SignInScreen: User demo@test.com is successfully signed in
[2019-12-28 16:23:26,233] [DEBUG] : PuzzleConnection: fetch_all_puzzles called
[2019-12-28 16:23:26,233] [DEBUG] : MyPuzzleScreen: puzzles are loaded
[2019-12-28 16:23:29,365] [DEBUG] : PuzzleConnection: get_puzzle_id: puzzle_name: demo, user_id: 40, result =121
[2019-12-28 16:23:29,369] [DEBUG] : PictureViewScreen: labels are configured
[2019-12-28 16:23:30,488] [DEBUG] : PictureViewScreen: btn_goback is clicked
[2019-12-28 16:23:30,525] [DEBUG] : PuzzleConnection: fetch_all_puzzles called
[2019-12-28 16:23:30,525] [DEBUG] : MyPuzzleScreen: puzzles are loaded
[2019-12-28 16:23:32,109] [DEBUG] : Homeboard: labels are configured.
[2019-12-28 16:23:33,827] [DEBUG] : PuzzleConnection: fetch_all_puzzles called
[2019-12-28 16:23:33,827] [DEBUG] : MyPuzzleScreen: puzzles are loaded
[2019-12-28 16:23:35,227] [DEBUG] : Homeboard: labels are configured.
[2019-12-28 16:23:36,948] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-12-28 16:23:37,921] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to FullPuzzle
[2019-12-28 16:23:37,923] [DEBUG] : CameraScreen: labels configured.
[2019-12-28 16:23:39,092] [INFO] : CameraScreen: image temp_puzzle/40_FullPuzzle_20191228_162338.png is created.
[2019-12-28 16:23:39,128] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-12-28 16:23:39,949] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to PiecesPuzzle
[2019-12-28 16:23:39,949] [DEBUG] : CameraScreen: labels configured.
[2019-12-28 16:23:41,352] [INFO] : CameraScreen: image temp_puzzle/40_PiecesPuzzle_20191228_162341.png is created.
[2019-12-28 16:23:41,353] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-12-28 16:23:44,613] [DEBUG] : PuzzleConnection: check_user_puzzle_rel:False
[2019-12-28 16:23:44,614] [INFO] : NewPuzzleScreen: Folder users/40/te_20191228_162344 is created.
