[2019-11-27 18:34:39,615] [INFO] : RootScreen: App has started
[2019-11-27 18:35:28,393] [DEBUG] : LanguageScreen: mk language is used
[2019-11-27 18:35:35,490] [DEBUG] : Homeboard:  No-user
[2019-11-27 18:35:35,491] [DEBUG] : Homeboard: labels are configured.
[2019-11-27 18:35:39,270] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-27 18:35:42,589] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to FullPuzzle
[2019-11-27 18:35:42,592] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-11-27 18:36:18,117] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Desktop\Puzzles\Good Puzzles\Pepa1\FullPuzzle.png is copied
[2019-11-27 18:36:18,136] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-27 18:36:19,397] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to PiecesPuzzle
[2019-11-27 18:36:19,397] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-11-27 18:36:21,865] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Desktop\Puzzles\Good Puzzles\Pepa1\PiecesPuzzle.png is copied
[2019-11-27 18:36:21,866] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-27 18:36:24,675] [DEBUG] : PuzzleConnection: check_user_puzzle_rel:False
[2019-11-27 18:36:24,678] [INFO] : NewPuzzleScreen: Folder users/0/test_20191127_183624 is created.
[2019-11-27 18:36:24,686] [INFO] : NewPuzzleScreen: file users/0/test_20191127_183624/FullPuzzle.png is moved
[2019-11-27 18:36:24,693] [INFO] : NewPuzzleScreen: file users/0/test_20191127_183624/PiecesPuzzle.png is moved
[2019-11-27 18:36:24,817] [DEBUG] : PuzzleSolution: progressbar pop is open
[2019-11-27 18:36:24,817] [DEBUG] : PuzzleSolution: initialize
[2019-11-27 18:36:24,817] [DEBUG] : PuzzleSolution: solve_puzzle is called.
[2019-11-27 18:36:24,818] [DEBUG] : PuzzleSolution: solve_puzzle_algorithm is called.
[2019-11-27 18:36:24,864] [DEBUG] : PuzzleConnection: update_puzzle_solution called for Puzzle id:0. Solution Path:users/0/test_20191127_183624//SolutionPuzzle.png
[2019-11-27 18:36:24,865] [INFO] : NewPuzzleScreen: Puzzle is solved.
[2019-11-27 18:36:24,868] [DEBUG] : PictureViewScreen: labels are configured
[2019-11-27 18:36:25,113] [INFO] : PuzzleSolution: Number of Contours found = 9
[2019-11-27 18:36:25,158] [DEBUG] : PuzzleSolution:  part puzzle users/0/test_20191127_183624/piece1.png is created
[2019-11-27 18:36:25,159] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-27 18:36:25,383] [DEBUG] : PuzzleSolution:  future_matches match found at: 390.8789571126302 : 297.24475436740454
[2019-11-27 18:36:25,411] [DEBUG] : PuzzleSolution:  part puzzle users/0/test_20191127_183624/piece2.png is created
[2019-11-27 18:36:25,411] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-27 18:36:25,514] [DEBUG] : PuzzleSolution:  future_matches match found at: 157.7544403076172 : 355.4479573567708
[2019-11-27 18:36:25,544] [DEBUG] : PuzzleSolution:  part puzzle users/0/test_20191127_183624/piece3.png is created
[2019-11-27 18:36:25,545] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-27 18:36:25,683] [DEBUG] : PuzzleSolution:  future_matches match found at: 194.89620971679688 : 167.67227681477866
[2019-11-27 18:36:25,709] [DEBUG] : PuzzleSolution:  part puzzle users/0/test_20191127_183624/piece4.png is created
[2019-11-27 18:36:25,709] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-27 18:36:25,814] [DEBUG] : PuzzleSolution:  future_matches match found at: 475.13587951660156 : 165.04400444030762
[2019-11-27 18:36:26,012] [DEBUG] : PuzzleSolution: progress_bar.value =12.11111111111111
[2019-11-27 18:36:26,123] [DEBUG] : PuzzleSolution: progress_bar.value =23.22222222222222
[2019-11-27 18:36:27,013] [DEBUG] : PuzzleSolution: progress_bar.value =34.33333333333333
[2019-11-27 18:36:27,124] [DEBUG] : PuzzleSolution: progress_bar.value =45.44444444444444
[2019-11-27 18:36:27,411] [DEBUG] : PictureViewScreen: solution_puzzle_on_click is called for puzzle: users/0/test_20191127_183624/SolutionPuzzle.png 
[2019-11-27 18:36:27,436] [INFO] : PictureScreen: called for picture:users/0/test_20191127_183624/SolutionPuzzle.png
[2019-11-27 18:36:28,028] [DEBUG] : PuzzleSolution: progress_bar.value =56.55555555555556
[2019-11-27 18:36:28,129] [DEBUG] : PuzzleSolution: progress_bar.value =67.66666666666667
[2019-11-27 18:36:29,105] [DEBUG] : PuzzleSolution: progress_bar.value =78.77777777777779
[2019-11-27 18:36:29,567] [DEBUG] : PuzzleSolution: progress_bar.value =89.8888888888889
[2019-11-27 18:36:30,107] [DEBUG] : PuzzleSolution: progress_bar.value =100.0
[2019-11-27 18:37:12,134] [DEBUG] : PictureViewScreen: labels are configured
[2019-11-27 18:37:16,686] [DEBUG] : PictureViewScreen: solution_puzzle_on_click is called for puzzle: users/0/test_20191127_183624/SolutionPuzzle.png 
[2019-11-27 18:37:16,686] [INFO] : PictureScreen: called for picture:users/0/test_20191127_183624/SolutionPuzzle.png
[2019-11-27 18:41:28,965] [INFO] : RootScreen: App has started
[2019-11-27 18:42:46,093] [DEBUG] : LanguageScreen: mk language is used
