[2020-02-26 08:30:41,196] [INFO] : RootScreen: App has started
[2020-02-26 08:31:01,830] [DEBUG] : LanguageScreen: mk language is used
[2020-02-26 08:31:03,626] [DEBUG] : SignInScreen: labels are configured
[2020-02-26 08:31:12,828] [DEBUG] : Homeboard: labels are configured.
[2020-02-26 08:31:12,828] [INFO] : SignInScreen: User demo@test.com is successfully signed in
[2020-02-26 08:31:14,272] [DEBUG] : PuzzleConnection: fetch_all_puzzles called
[2020-02-26 08:31:14,272] [DEBUG] : MyPuzzleScreen: puzzles are loaded
[2020-02-26 08:31:16,744] [DEBUG] : Homeboard: labels are configured.
[2020-02-26 08:31:18,856] [DEBUG] : NewPuzzleScreen: labels are configured
[2020-02-26 08:31:20,430] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to FullPuzzle
[2020-02-26 08:31:20,432] [DEBUG] : ChooseFileScreen: labels are configured.
[2020-02-26 08:32:16,834] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Documents\Puzzles\Good Puzzles\Farm1\FullPuzzle.png is copied
[2020-02-26 08:32:16,846] [DEBUG] : NewPuzzleScreen: labels are configured
[2020-02-26 08:32:18,118] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to PiecesPuzzle
[2020-02-26 08:32:18,118] [DEBUG] : ChooseFileScreen: labels are configured.
[2020-02-26 08:32:21,218] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Documents\Puzzles\Good Puzzles\Farm1\PiecesPuzzle.png is copied
[2020-02-26 08:32:21,219] [DEBUG] : NewPuzzleScreen: labels are configured
[2020-02-26 08:32:26,623] [DEBUG] : PuzzleConnection: check_user_puzzle_rel:False
[2020-02-26 08:32:26,624] [INFO] : NewPuzzleScreen: Folder users/40/test_20200226_083226 is created.
[2020-02-26 08:32:26,629] [INFO] : NewPuzzleScreen: file users/40/test_20200226_083226/FullPuzzle.png is moved
[2020-02-26 08:32:26,631] [INFO] : NewPuzzleScreen: file users/40/test_20200226_083226/PiecesPuzzle.png is moved
[2020-02-26 08:32:26,676] [INFO] : PuzzleConnection: puzzle: test for user id: 40 is created
[2020-02-26 08:32:26,714] [DEBUG] : PuzzleConnection: get_puzzle_id: puzzle_name: test, user_id: 40, result =138
[2020-02-26 08:32:26,718] [INFO] : PuzzleConnection: puzzle: test - user id: 40 relation is created
[2020-02-26 08:32:26,736] [DEBUG] : PuzzleConnection: get_puzzle_id: puzzle_name: test, user_id: 40, result =138
[2020-02-26 08:32:26,756] [DEBUG] : PuzzleConnection: get_puzzle_folder_path called for Puzzle id:138. Full Path:users/40/test_20200226_083226/FullPuzzle.png
[2020-02-26 08:32:26,762] [DEBUG] : PuzzleSolution: progressbar pop is open
[2020-02-26 08:32:26,762] [DEBUG] : PuzzleSolution: initialize
[2020-02-26 08:32:26,762] [DEBUG] : PuzzleSolution: solve_puzzle is called.
[2020-02-26 08:32:26,763] [DEBUG] : PuzzleSolution: solve_puzzle_algorithm is called.
[2020-02-26 08:32:26,793] [DEBUG] : PuzzleConnection: update_puzzle_solution called for Puzzle id:138. Solution Path:users/40/test_20200226_083226//SolutionPuzzle.png
[2020-02-26 08:32:26,793] [INFO] : NewPuzzleScreen: Puzzle is solved.
[2020-02-26 08:32:26,796] [DEBUG] : PictureViewScreen: labels are configured
[2020-02-26 08:32:26,835] [INFO] : PuzzleSolution: Number of Contours found = 4
[2020-02-26 08:32:26,880] [DEBUG] : PuzzleSolution:  part puzzle users/40/test_20200226_083226/piece1.png is created
[2020-02-26 08:32:26,881] [DEBUG] : PuzzleSolution:  future_matches is called.
[2020-02-26 08:32:27,150] [DEBUG] : PuzzleSolution:  future_matches match found at: 134.18741302490236 : 182.47349548339844
[2020-02-26 08:32:27,197] [DEBUG] : PuzzleSolution:  part puzzle users/40/test_20200226_083226/piece2.png is created
[2020-02-26 08:32:27,197] [DEBUG] : PuzzleSolution:  future_matches is called.
[2020-02-26 08:32:27,379] [DEBUG] : PuzzleSolution:  future_matches match found at: 329.6709259033203 : 172.75797119140626
[2020-02-26 08:32:27,413] [DEBUG] : PuzzleSolution:  part puzzle users/40/test_20200226_083226/piece3.png is created
[2020-02-26 08:32:27,413] [DEBUG] : PuzzleSolution:  future_matches is called.
[2020-02-26 08:32:27,614] [DEBUG] : PuzzleSolution:  future_matches match found at: 432.31327730066636 : 162.5999226289637
[2020-02-26 08:32:27,841] [DEBUG] : PuzzleSolution: progress_bar.value =26.0
[2020-02-26 08:32:27,938] [DEBUG] : PuzzleSolution: progress_bar.value =51.0
[2020-02-26 08:32:28,836] [DEBUG] : PuzzleSolution: progress_bar.value =76.0
[2020-02-26 08:32:28,935] [DEBUG] : PuzzleSolution: progress_bar.value =100.0
[2020-02-26 08:32:29,113] [DEBUG] : PuzzleConnection: get_puzzle_solution_path called for Puzzle id:138. Solution Path:users/40/test_20200226_083226//SolutionPuzzle.png
[2020-02-26 08:32:29,113] [DEBUG] : PictureViewScreen: solution_puzzle_on_click is called for puzzle: users/40/test_20200226_083226//SolutionPuzzle.png 
[2020-02-26 08:32:29,135] [INFO] : PictureScreen: called for picture:users/40/test_20200226_083226//SolutionPuzzle.png
[2020-02-26 08:32:45,762] [DEBUG] : PictureViewScreen: labels are configured
[2020-02-26 08:32:46,932] [DEBUG] : PuzzleConnection: get_puzzle_full_path called for Puzzle id:138. Full Path:users/40/test_20200226_083226/FullPuzzle.png
[2020-02-26 08:32:46,932] [DEBUG] : PictureViewScreen: full_puzzle_on_click is called for puzzle: users/40/test_20200226_083226/FullPuzzle.png 
[2020-02-26 08:32:46,975] [INFO] : PictureScreen: called for picture:users/40/test_20200226_083226/FullPuzzle.png
[2020-02-26 08:32:48,504] [DEBUG] : PictureViewScreen: labels are configured
[2020-02-26 08:32:49,877] [DEBUG] : PuzzleConnection: get_puzzle_pieces_path called for Puzzle id:138. Pieces Path:users/40/test_20200226_083226/PiecesPuzzle.png
[2020-02-26 08:32:49,877] [DEBUG] : PictureViewScreen: pieces_puzzle_on_click is called for puzzle: users/40/test_20200226_083226/PiecesPuzzle.png 
[2020-02-26 08:32:49,901] [INFO] : PictureScreen: called for picture:users/40/test_20200226_083226/PiecesPuzzle.png
[2020-02-26 08:32:51,953] [DEBUG] : PictureViewScreen: labels are configured
[2020-02-26 08:32:52,843] [DEBUG] : PuzzleConnection: get_puzzle_solution_path called for Puzzle id:138. Solution Path:users/40/test_20200226_083226//SolutionPuzzle.png
[2020-02-26 08:32:52,843] [DEBUG] : PictureViewScreen: solution_puzzle_on_click is called for puzzle: users/40/test_20200226_083226//SolutionPuzzle.png 
[2020-02-26 08:32:52,844] [INFO] : PictureScreen: called for picture:users/40/test_20200226_083226//SolutionPuzzle.png
[2020-02-26 08:32:54,236] [DEBUG] : PictureViewScreen: labels are configured
[2020-02-26 08:32:55,025] [DEBUG] : PictureViewScreen: delete puzzle popup
