[2019-09-09 17:43:39,908] [INFO] : RootScreen: App has started
[2019-09-09 17:43:46,665] [DEBUG] : LanguageScreen: mk language is used
[2019-09-09 17:43:53,742] [DEBUG] : Homeboard:  No-user
[2019-09-09 17:43:53,745] [INFO] : Homeboard: file temp_puzzle\0_FullPuzzle_20190909_164921.png is removed.
[2019-09-09 17:43:53,747] [INFO] : Homeboard: file temp_puzzle\0_PiecesPuzzle_20190909_165016.png is removed.
[2019-09-09 17:43:53,747] [DEBUG] : Homeboard: labels are configured.
[2019-09-09 17:43:59,492] [INFO] : Homeboard: User has signed out
[2019-09-09 17:44:01,344] [DEBUG] : SignInScreen: labels are configured
[2019-09-09 17:44:13,427] [WARNING] : SignInScreen: wrong password format
[2019-09-09 17:44:53,698] [INFO] : RootScreen: App has started
[2019-09-09 17:45:04,751] [DEBUG] : LanguageScreen: mk language is used
[2019-09-09 17:45:16,979] [DEBUG] : Homeboard:  No-user
[2019-09-09 17:45:16,980] [DEBUG] : Homeboard: labels are configured.
[2019-09-09 17:45:26,350] [INFO] : Homeboard: User has signed out
[2019-09-09 17:45:28,004] [DEBUG] : SignInScreen: labels are configured
[2019-09-09 17:45:37,116] [WARNING] : SignInScreen: wrong e-mail format
[2019-09-09 17:45:45,036] [WARNING] : SignInScreen: wrong password format
[2019-09-09 17:45:53,797] [WARNING] : SignInScreen: userName and password do not match
[2019-09-09 17:46:00,679] [DEBUG] : Homeboard: labels are configured.
[2019-09-09 17:46:00,679] [INFO] : SignInScreen: User filip@dimovski.com is successfully signed in
[2019-09-09 17:46:13,055] [DEBUG] : ManageUserScreen: labels are configured
[2019-09-09 17:46:19,110] [DEBUG] : Homeboard: labels are configured.
[2019-09-09 17:46:27,810] [INFO] : RootScreen: App has started
[2019-09-09 17:46:32,609] [DEBUG] : LanguageScreen: mk language is used
[2019-09-09 17:46:33,985] [DEBUG] : SignInScreen: labels are configured
[2019-09-09 17:46:42,968] [WARNING] : SignInScreen: wrong password format
[2019-09-09 17:46:53,086] [DEBUG] : Homeboard: labels are configured.
[2019-09-09 17:46:53,087] [INFO] : SignInScreen: User filip@dimovski.com is successfully signed in
[2019-09-09 17:46:55,662] [INFO] : Homeboard: User has signed out
[2019-09-09 17:46:57,054] [DEBUG] : SignInScreen: labels are configured
[2019-09-09 17:47:13,636] [DEBUG] : Homeboard: labels are configured.
[2019-09-09 17:47:13,636] [INFO] : SignInScreen: User filip@dimovski.com is successfully signed in
[2019-09-09 17:47:15,260] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-09 17:47:23,247] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to FullPuzzle
[2019-09-09 17:47:23,249] [DEBUG] : CameraScreen: labels configured.
[2019-09-09 17:47:31,025] [INFO] : CameraScreen: image temp_puzzle/29_FullPuzzle_20190909_174730.png is created.
[2019-09-09 17:47:31,025] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-09 17:47:33,454] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to PiecesPuzzle
[2019-09-09 17:47:33,456] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-09-09 17:47:47,392] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Desktop\test\PiecesPuzzle3.png is copied
[2019-09-09 17:47:47,393] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-09 17:49:50,220] [INFO] : RootScreen: App has started
[2019-09-09 17:49:54,345] [DEBUG] : LanguageScreen: en language is used
[2019-09-09 17:49:55,639] [DEBUG] : Homeboard:  No-user
[2019-09-09 17:49:55,639] [DEBUG] : Homeboard: labels are configured.
[2019-09-09 17:49:57,683] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-09 17:49:58,846] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to FullPuzzle
[2019-09-09 17:49:58,848] [DEBUG] : CameraScreen: labels configured.
[2019-09-09 17:50:00,101] [INFO] : CameraScreen: image temp_puzzle/0_FullPuzzle_20190909_174959.png is created.
[2019-09-09 17:50:00,102] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-09 17:50:00,949] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to PiecesPuzzle
[2019-09-09 17:50:00,950] [DEBUG] : CameraScreen: labels configured.
[2019-09-09 17:50:01,962] [INFO] : CameraScreen: image temp_puzzle/0_PiecesPuzzle_20190909_175001.png is created.
[2019-09-09 17:50:01,963] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-09 17:50:07,108] [DEBUG] : PuzzleConnection: check_user_puzzle_rel:False
[2019-09-09 17:50:07,109] [INFO] : NewPuzzleScreen: Folder users/0/asdas_20190909_175007 is created.
[2019-09-09 17:50:07,111] [INFO] : NewPuzzleScreen: file users/0/asdas_20190909_175007/FullPuzzle.png is moved
[2019-09-09 17:50:07,114] [INFO] : NewPuzzleScreen: file users/0/asdas_20190909_175007/PiecesPuzzle.png is moved
[2019-09-09 17:50:50,120] [INFO] : RootScreen: App has started
[2019-09-09 17:50:54,107] [DEBUG] : LanguageScreen: mk language is used
[2019-09-09 17:50:55,671] [DEBUG] : Homeboard:  No-user
[2019-09-09 17:50:55,672] [DEBUG] : Homeboard: labels are configured.
[2019-09-09 17:50:57,077] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-09 17:51:00,771] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to FullPuzzle
[2019-09-09 17:51:00,773] [DEBUG] : CameraScreen: labels configured.
[2019-09-09 17:51:02,251] [INFO] : CameraScreen: image temp_puzzle/0_FullPuzzle_20190909_175102.png is created.
[2019-09-09 17:51:02,251] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-09 17:51:03,008] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to PiecesPuzzle
[2019-09-09 17:51:03,008] [DEBUG] : CameraScreen: labels configured.
[2019-09-09 17:51:03,950] [INFO] : CameraScreen: image temp_puzzle/0_PiecesPuzzle_20190909_175103.png is created.
[2019-09-09 17:51:03,951] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-09 17:51:06,139] [DEBUG] : PuzzleConnection: check_user_puzzle_rel:False
[2019-09-09 17:51:06,140] [INFO] : NewPuzzleScreen: Folder users/0/t_20190909_175106 is created.
[2019-09-09 17:51:06,142] [INFO] : NewPuzzleScreen: file users/0/t_20190909_175106/FullPuzzle.png is moved
[2019-09-09 17:51:06,145] [INFO] : NewPuzzleScreen: file users/0/t_20190909_175106/PiecesPuzzle.png is moved
[2019-09-09 17:51:06,178] [DEBUG] : PuzzleSolution: progressbar pop is open
[2019-09-09 17:51:06,178] [DEBUG] : PuzzleSolution: initialize
[2019-09-09 17:51:06,178] [DEBUG] : PuzzleSolution: solve_puzzle is called.
[2019-09-09 17:51:06,179] [DEBUG] : PuzzleSolution: solve_puzzle_algorithm is called.
[2019-09-09 17:51:06,195] [DEBUG] : PuzzleConnection: update_puzzle_solution called for Puzzle id:0. Solution Path:users/0/t_20190909_175106//SolutionPuzzle.png
[2019-09-09 17:51:06,196] [INFO] : NewPuzzleScreen: Puzzle is solved.
[2019-09-09 17:51:06,198] [DEBUG] : PictureViewScreen: labels are configured
[2019-09-09 17:51:06,231] [INFO] : PuzzleSolution: Number of Contours found = 3
[2019-09-09 17:51:06,253] [DEBUG] : PuzzleSolution:  part puzzle users/0/t_20190909_175106/piece1.png is created
[2019-09-09 17:51:06,253] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-09-09 17:51:06,437] [DEBUG] : PuzzleSolution:  future_matches not match found
