[2019-11-24 08:57:50,379] [INFO] : RootScreen: App has started
[2019-11-24 08:58:07,361] [DEBUG] : LanguageScreen: mk language is used
[2019-11-24 08:58:08,328] [DEBUG] : Homeboard:  No-user
[2019-11-24 08:58:08,329] [DEBUG] : Homeboard: labels are configured.
[2019-11-24 08:58:09,390] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-24 08:58:10,475] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to FullPuzzle
[2019-11-24 08:58:10,477] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-11-24 08:58:55,899] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Documents\PuzzleSolver\users\0\bb_20191117_193925\FullPuzzle.png is copied
[2019-11-24 08:58:55,910] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-24 08:58:57,245] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to PiecesPuzzle
[2019-11-24 08:58:57,245] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-11-24 08:59:03,932] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Documents\PuzzleSolver\users\0\bb_20191117_193925\PiecesPuzzle.png is copied
[2019-11-24 08:59:03,933] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-24 08:59:08,343] [DEBUG] : PuzzleConnection: check_user_puzzle_rel:False
[2019-11-24 08:59:08,344] [INFO] : NewPuzzleScreen: Folder users/0/h_20191124_085908 is created.
[2019-11-24 08:59:08,350] [INFO] : NewPuzzleScreen: file users/0/h_20191124_085908/FullPuzzle.png is moved
[2019-11-24 08:59:08,354] [INFO] : NewPuzzleScreen: file users/0/h_20191124_085908/PiecesPuzzle.png is moved
[2019-11-24 08:59:08,438] [DEBUG] : PuzzleSolution: progressbar pop is open
[2019-11-24 08:59:08,438] [DEBUG] : PuzzleSolution: initialize
[2019-11-24 08:59:08,438] [DEBUG] : PuzzleSolution: solve_puzzle is called.
[2019-11-24 08:59:08,439] [DEBUG] : PuzzleSolution: solve_puzzle_algorithm is called.
[2019-11-24 08:59:08,473] [DEBUG] : PuzzleConnection: update_puzzle_solution called for Puzzle id:0. Solution Path:users/0/h_20191124_085908//SolutionPuzzle.png
[2019-11-24 08:59:08,473] [INFO] : NewPuzzleScreen: Puzzle is solved.
[2019-11-24 08:59:08,476] [DEBUG] : PictureViewScreen: labels are configured
[2019-11-24 08:59:08,561] [INFO] : PuzzleSolution: Number of Contours found = 9
[2019-11-24 08:59:08,599] [DEBUG] : PuzzleSolution:  part puzzle users/0/h_20191124_085908/piece1.png is created
[2019-11-24 08:59:08,599] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-24 08:59:08,737] [DEBUG] : PuzzleSolution:  future_matches match found at: 390.8789571126302 : 297.24475436740454
[2019-11-24 08:59:08,766] [DEBUG] : PuzzleSolution:  part puzzle users/0/h_20191124_085908/piece2.png is created
[2019-11-24 08:59:08,767] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-24 08:59:08,905] [DEBUG] : PuzzleSolution:  future_matches match found at: 157.7544403076172 : 355.4479573567708
[2019-11-24 08:59:08,935] [DEBUG] : PuzzleSolution:  part puzzle users/0/h_20191124_085908/piece3.png is created
[2019-11-24 08:59:08,935] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-24 08:59:09,032] [DEBUG] : PuzzleSolution:  future_matches match found at: 194.89620971679688 : 167.67227681477866
[2019-11-24 08:59:09,059] [DEBUG] : PuzzleSolution:  part puzzle users/0/h_20191124_085908/piece4.png is created
[2019-11-24 08:59:09,059] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-24 08:59:09,157] [DEBUG] : PuzzleSolution:  future_matches match found at: 475.13587951660156 : 165.04400444030762
[2019-11-24 08:59:09,562] [DEBUG] : PuzzleSolution: progress_bar.value =12.11111111111111
[2019-11-24 08:59:09,624] [DEBUG] : PuzzleSolution: progress_bar.value =23.22222222222222
[2019-11-24 08:59:10,558] [DEBUG] : PuzzleSolution: progress_bar.value =34.33333333333333
[2019-11-24 08:59:10,602] [DEBUG] : PictureViewScreen: solution_puzzle_on_click is called for puzzle: users/0/h_20191124_085908/SolutionPuzzle.png 
[2019-11-24 08:59:10,624] [INFO] : PictureScreen: called for picture:users/0/h_20191124_085908/SolutionPuzzle.png
[2019-11-24 08:59:10,631] [DEBUG] : PuzzleSolution: progress_bar.value =45.44444444444444
[2019-11-24 08:59:11,559] [DEBUG] : PuzzleSolution: progress_bar.value =56.55555555555556
[2019-11-24 08:59:11,634] [DEBUG] : PuzzleSolution: progress_bar.value =67.66666666666667
[2019-11-24 08:59:12,558] [DEBUG] : PuzzleSolution: progress_bar.value =78.77777777777779
[2019-11-24 08:59:12,633] [DEBUG] : PuzzleSolution: progress_bar.value =89.8888888888889
[2019-11-24 08:59:13,561] [DEBUG] : PuzzleSolution: progress_bar.value =100.0
[2019-11-24 08:59:15,439] [DEBUG] : PictureViewScreen: labels are configured
[2019-11-24 08:59:17,225] [DEBUG] : PictureViewScreen: btn_goback is clicked
[2019-11-24 08:59:17,227] [INFO] : PictureViewScreen: File:users/0/h_20191124_085908\FullPuzzle.png is removed
[2019-11-24 08:59:17,229] [INFO] : PictureViewScreen: File:users/0/h_20191124_085908\piece1.png is removed
[2019-11-24 08:59:17,231] [INFO] : PictureViewScreen: File:users/0/h_20191124_085908\piece2.png is removed
[2019-11-24 08:59:17,233] [INFO] : PictureViewScreen: File:users/0/h_20191124_085908\piece3.png is removed
[2019-11-24 08:59:17,236] [INFO] : PictureViewScreen: File:users/0/h_20191124_085908\piece4.png is removed
[2019-11-24 08:59:17,237] [INFO] : PictureViewScreen: File:users/0/h_20191124_085908\PiecesPuzzle.png is removed
[2019-11-24 08:59:17,239] [INFO] : PictureViewScreen: File:users/0/h_20191124_085908\SolutionPuzzle.png is removed
[2019-11-24 08:59:17,242] [INFO] : PictureViewScreen: Folder: users/0/h_20191124_085908 is removed. 
[2019-11-24 08:59:17,243] [DEBUG] : Homeboard:  No-user
[2019-11-24 08:59:17,243] [DEBUG] : Homeboard: labels are configured.
[2019-11-24 08:59:18,377] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-24 08:59:19,899] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to FullPuzzle
[2019-11-24 08:59:19,899] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-11-24 08:59:37,052] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Documents\PuzzleSolver\users\0\bb_20191117_101723\FullPuzzle.png is copied
[2019-11-24 08:59:37,053] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-24 08:59:38,364] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to PiecesPuzzle
[2019-11-24 08:59:38,365] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-11-24 08:59:42,053] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Documents\PuzzleSolver\users\0\bb_20191117_101723\SolutionPuzzle.png is copied
[2019-11-24 08:59:42,055] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-24 08:59:46,479] [DEBUG] : PuzzleConnection: check_user_puzzle_rel:False
[2019-11-24 08:59:46,480] [INFO] : NewPuzzleScreen: Folder users/0/k_20191124_085946 is created.
[2019-11-24 08:59:46,483] [INFO] : NewPuzzleScreen: file users/0/k_20191124_085946/FullPuzzle.png is moved
[2019-11-24 08:59:46,486] [INFO] : NewPuzzleScreen: file users/0/k_20191124_085946/PiecesPuzzle.png is moved
[2019-11-24 08:59:46,490] [DEBUG] : PuzzleSolution: progressbar pop is open
[2019-11-24 08:59:46,490] [DEBUG] : PuzzleSolution: initialize
[2019-11-24 08:59:46,490] [DEBUG] : PuzzleSolution: solve_puzzle is called.
[2019-11-24 08:59:46,491] [DEBUG] : PuzzleSolution: solve_puzzle_algorithm is called.
[2019-11-24 08:59:46,520] [DEBUG] : PuzzleConnection: update_puzzle_solution called for Puzzle id:0. Solution Path:users/0/k_20191124_085946//SolutionPuzzle.png
[2019-11-24 08:59:46,520] [INFO] : NewPuzzleScreen: Puzzle is solved.
[2019-11-24 08:59:46,521] [DEBUG] : PictureViewScreen: labels are configured
[2019-11-24 08:59:46,613] [INFO] : PuzzleSolution: Number of Contours found = 35
[2019-11-24 08:59:46,643] [DEBUG] : PuzzleSolution:  part puzzle users/0/k_20191124_085946/piece1.png is created
[2019-11-24 08:59:46,643] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-24 08:59:46,829] [DEBUG] : PuzzleSolution:  part puzzle users/0/k_20191124_085946/piece2.png is created
[2019-11-24 08:59:46,829] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-24 08:59:46,961] [DEBUG] : PuzzleSolution:  part puzzle users/0/k_20191124_085946/piece3.png is created
[2019-11-24 08:59:46,961] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-24 08:59:47,074] [DEBUG] : PuzzleSolution:  part puzzle users/0/k_20191124_085946/piece4.png is created
[2019-11-24 08:59:47,074] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-24 08:59:47,176] [DEBUG] : PuzzleSolution:  part puzzle users/0/k_20191124_085946/piece5.png is created
[2019-11-24 08:59:47,176] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-24 08:59:47,281] [DEBUG] : PuzzleSolution:  part puzzle users/0/k_20191124_085946/piece6.png is created
[2019-11-24 08:59:47,281] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-24 08:59:47,383] [DEBUG] : PuzzleSolution:  part puzzle users/0/k_20191124_085946/piece7.png is created
[2019-11-24 08:59:47,384] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-24 08:59:47,498] [DEBUG] : PuzzleSolution:  part puzzle users/0/k_20191124_085946/piece8.png is created
[2019-11-24 08:59:47,498] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-24 08:59:47,611] [DEBUG] : PuzzleSolution:  part puzzle users/0/k_20191124_085946/piece9.png is created
[2019-11-24 08:59:47,611] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-24 08:59:47,621] [DEBUG] : PuzzleSolution: progress_bar.value =3.857142857142857
[2019-11-24 08:59:47,656] [DEBUG] : PuzzleSolution: progress_bar.value =6.714285714285714
[2019-11-24 08:59:47,729] [DEBUG] : PuzzleSolution:  future_matches match found at: 80.04834747314453 : 179.81991322835287
[2019-11-24 08:59:47,753] [DEBUG] : PuzzleSolution:  part puzzle users/0/k_20191124_085946/piece10.png is created
[2019-11-24 08:59:47,753] [DEBUG] : PuzzleSolution:  future_matches is called.
