[2019-09-01 16:40:05,325] [INFO] : RootScreen: App has started
[2019-09-01 16:40:11,645] [DEBUG] : LanguageScreen: en language is used
[2019-09-01 16:40:14,445] [DEBUG] : Homeboard:  No-user
[2019-09-01 16:40:14,445] [DEBUG] : Homeboard: labels are configured.
[2019-09-01 16:40:16,601] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-01 16:40:23,336] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to FullPuzzle
[2019-09-01 16:40:23,338] [DEBUG] : CameraScreen: labels configured.
[2019-09-01 16:40:25,701] [INFO] : CameraScreen: imagetemp_puzzle/0_FullPuzzle_20190901_164025.png is created.
[2019-09-01 16:40:25,703] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-01 16:40:25,703] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-01 16:40:27,404] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to PiecesPuzzle
[2019-09-01 16:40:27,404] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to PiecesPuzzle
[2019-09-01 16:40:27,407] [DEBUG] : CameraScreen: labels configured.
[2019-09-01 16:40:27,407] [DEBUG] : CameraScreen: labels configured.
[2019-09-01 16:40:29,263] [INFO] : CameraScreen: imagetemp_puzzle/0_PiecesPuzzle_20190901_164029.png is created.
[2019-09-01 16:40:29,263] [INFO] : CameraScreen: imagetemp_puzzle/0_PiecesPuzzle_20190901_164029.png is created.
[2019-09-01 16:40:29,265] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-01 16:40:29,265] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-01 16:40:29,265] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-01 16:40:30,440] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to FullPuzzle
[2019-09-01 16:40:30,440] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to FullPuzzle
[2019-09-01 16:40:30,440] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to FullPuzzle
[2019-09-01 16:40:30,442] [DEBUG] : CameraScreen: labels configured.
[2019-09-01 16:40:30,442] [DEBUG] : CameraScreen: labels configured.
[2019-09-01 16:40:30,442] [DEBUG] : CameraScreen: labels configured.
[2019-09-01 16:40:33,528] [INFO] : CameraScreen: file temp_puzzle\0_FullPuzzle_20190901_164025.png is removed
[2019-09-01 16:40:33,528] [INFO] : CameraScreen: file temp_puzzle\0_FullPuzzle_20190901_164025.png is removed
[2019-09-01 16:40:33,528] [INFO] : CameraScreen: file temp_puzzle\0_FullPuzzle_20190901_164025.png is removed
[2019-09-01 16:40:33,727] [INFO] : CameraScreen: imagetemp_puzzle/0_FullPuzzle_20190901_164033.png is created.
[2019-09-01 16:40:33,727] [INFO] : CameraScreen: imagetemp_puzzle/0_FullPuzzle_20190901_164033.png is created.
[2019-09-01 16:40:33,727] [INFO] : CameraScreen: imagetemp_puzzle/0_FullPuzzle_20190901_164033.png is created.
[2019-09-01 16:40:33,729] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-01 16:40:33,729] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-01 16:40:33,729] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-01 16:40:33,729] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-09-01 16:40:36,490] [DEBUG] : PuzzleConnection: check_user_puzzle_rel:False
[2019-09-01 16:40:36,491] [INFO] : NewPuzzleScreen: Folder users/0/test_puz_20190901_164036 is created.
[2019-09-01 16:40:36,491] [INFO] : NewPuzzleScreen: Folder users/0/test_puz_20190901_164036 is created.
[2019-09-01 16:40:36,491] [INFO] : NewPuzzleScreen: Folder users/0/test_puz_20190901_164036 is created.
[2019-09-01 16:40:36,491] [INFO] : NewPuzzleScreen: Folder users/0/test_puz_20190901_164036 is created.
[2019-09-01 16:40:36,494] [INFO] : NewPuzzleScreen: file users/0/test_puz_20190901_164036/FullPuzzle.png is moved
[2019-09-01 16:40:36,494] [INFO] : NewPuzzleScreen: file users/0/test_puz_20190901_164036/FullPuzzle.png is moved
[2019-09-01 16:40:36,494] [INFO] : NewPuzzleScreen: file users/0/test_puz_20190901_164036/FullPuzzle.png is moved
[2019-09-01 16:40:36,494] [INFO] : NewPuzzleScreen: file users/0/test_puz_20190901_164036/FullPuzzle.png is moved
