[2019-11-10 17:01:10,462] [INFO] : RootScreen: App has started
[2019-11-10 17:01:17,700] [DEBUG] : LanguageScreen: mk language is used
[2019-11-10 17:01:19,202] [DEBUG] : Homeboard:  No-user
[2019-11-10 17:01:19,206] [DEBUG] : Homeboard: labels are configured.
[2019-11-10 17:01:20,190] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-10 17:01:24,815] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to FullPuzzle
[2019-11-10 17:01:24,817] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-11-10 17:01:37,883] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Desktop\Viber-Bild_2019-11-09_08-33-25.jpg is copied
[2019-11-10 17:01:37,892] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-10 17:01:39,043] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to PiecesPuzzle
[2019-11-10 17:01:39,044] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-11-10 17:01:41,377] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Desktop\Viber-Bild_2019-11-09_08-33-22.jpg is copied
[2019-11-10 17:01:41,378] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-10 17:01:43,579] [DEBUG] : PuzzleConnection: check_user_puzzle_rel:False
[2019-11-10 17:01:43,579] [INFO] : NewPuzzleScreen: Folder users/0/ttt_20191110_170143 is created.
[2019-11-10 17:01:43,582] [INFO] : NewPuzzleScreen: file users/0/ttt_20191110_170143/FullPuzzle.png is moved
[2019-11-10 17:01:43,585] [INFO] : NewPuzzleScreen: file users/0/ttt_20191110_170143/PiecesPuzzle.png is moved
[2019-11-10 17:01:43,621] [DEBUG] : PuzzleSolution: progressbar pop is open
[2019-11-10 17:01:43,621] [DEBUG] : PuzzleSolution: initialize
[2019-11-10 17:01:43,621] [DEBUG] : PuzzleSolution: solve_puzzle is called.
[2019-11-10 17:01:43,622] [DEBUG] : PuzzleSolution: solve_puzzle_algorithm is called.
[2019-11-10 17:01:43,644] [DEBUG] : PuzzleConnection: update_puzzle_solution called for Puzzle id:0. Solution Path:users/0/ttt_20191110_170143//SolutionPuzzle.png
[2019-11-10 17:01:43,644] [INFO] : NewPuzzleScreen: Puzzle is solved.
[2019-11-10 17:01:43,646] [DEBUG] : PictureViewScreen: labels are configured
[2019-11-10 17:01:43,732] [INFO] : PuzzleSolution: Number of Contours found = 9
[2019-11-10 17:01:43,764] [DEBUG] : PuzzleSolution:  part puzzle users/0/ttt_20191110_170143/piece1.png is created
[2019-11-10 17:01:43,764] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-10 17:01:44,795] [DEBUG] : PuzzleSolution: progress_bar.value =12.11111111111111
[2019-11-10 17:01:44,795] [DEBUG] : PuzzleSolution: progress_bar.value =23.22222222222222
[2019-11-10 17:01:44,802] [DEBUG] : PuzzleSolution:  part puzzle users/0/ttt_20191110_170143/piece2.png is created
[2019-11-10 17:01:44,802] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-10 17:01:45,274] [DEBUG] : PuzzleSolution:  part puzzle users/0/ttt_20191110_170143/piece3.png is created
[2019-11-10 17:01:45,274] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-10 17:01:45,759] [DEBUG] : PuzzleSolution:  part puzzle users/0/ttt_20191110_170143/piece4.png is created
[2019-11-10 17:01:45,759] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-10 17:01:45,838] [DEBUG] : PuzzleSolution: progress_bar.value =34.33333333333333
[2019-11-10 17:01:45,838] [DEBUG] : PuzzleSolution: progress_bar.value =45.44444444444444
[2019-11-10 17:01:46,267] [DEBUG] : PuzzleSolution:  part puzzle users/0/ttt_20191110_170143/piece5.png is created
[2019-11-10 17:01:46,267] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-10 17:01:46,752] [DEBUG] : PuzzleSolution:  part puzzle users/0/ttt_20191110_170143/piece6.png is created
[2019-11-10 17:01:46,753] [DEBUG] : PuzzleSolution:  future_matches is called.
