[2019-11-28 14:23:45,053] [INFO] : RootScreen: App has started
[2019-11-28 14:23:56,874] [INFO] : RootScreen: App has started
[2019-11-28 14:24:04,457] [INFO] : RootScreen: App has started
[2019-11-28 14:24:26,240] [DEBUG] : LanguageScreen: mk language is used
[2019-11-28 14:24:27,716] [DEBUG] : Homeboard:  No-user
[2019-11-28 14:24:27,717] [DEBUG] : Homeboard: labels are configured.
[2019-11-28 14:24:28,776] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-28 14:24:31,733] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to FullPuzzle
[2019-11-28 14:24:31,735] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-11-28 14:24:46,881] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Desktop\Puzzles\Good Puzzles\Pepa1\FullPuzzle.png is copied
[2019-11-28 14:24:46,892] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-28 14:24:47,925] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to PiecesPuzzle
[2019-11-28 14:24:47,925] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-11-28 14:24:50,852] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Desktop\Puzzles\Good Puzzles\Pepa1\PiecesPuzzle.png is copied
[2019-11-28 14:24:50,853] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-28 14:24:53,396] [DEBUG] : PuzzleConnection: check_user_puzzle_rel:False
[2019-11-28 14:24:53,396] [INFO] : NewPuzzleScreen: Folder users/0/test_20191128_142453 is created.
[2019-11-28 14:24:53,399] [INFO] : NewPuzzleScreen: file users/0/test_20191128_142453/FullPuzzle.png is moved
[2019-11-28 14:24:53,402] [INFO] : NewPuzzleScreen: file users/0/test_20191128_142453/PiecesPuzzle.png is moved
[2019-11-28 14:24:53,446] [DEBUG] : PuzzleSolution: progressbar pop is open
[2019-11-28 14:24:53,446] [DEBUG] : PuzzleSolution: initialize
[2019-11-28 14:24:53,446] [DEBUG] : PuzzleSolution: solve_puzzle is called.
[2019-11-28 14:24:53,447] [DEBUG] : PuzzleSolution: solve_puzzle_algorithm is called.
[2019-11-28 14:24:53,471] [DEBUG] : PuzzleConnection: update_puzzle_solution called for Puzzle id:0. Solution Path:users/0/test_20191128_142453//SolutionPuzzle.png
[2019-11-28 14:24:53,471] [INFO] : NewPuzzleScreen: Puzzle is solved.
[2019-11-28 14:24:53,473] [DEBUG] : PictureViewScreen: labels are configured
[2019-11-28 14:24:53,585] [INFO] : PuzzleSolution: Number of Contours found = 9
[2019-11-28 14:24:53,621] [DEBUG] : PuzzleSolution:  part puzzle users/0/test_20191128_142453/piece1.png is created
[2019-11-28 14:24:53,621] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-28 14:24:53,826] [DEBUG] : PuzzleSolution:  future_matches match found at: 390.8789571126302 : 297.24475436740454
[2019-11-28 14:24:53,864] [DEBUG] : PuzzleSolution:  part puzzle users/0/test_20191128_142453/piece2.png is created
[2019-11-28 14:24:53,864] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-28 14:24:53,988] [DEBUG] : PuzzleSolution:  future_matches match found at: 157.7544403076172 : 355.4479573567708
[2019-11-28 14:24:54,012] [DEBUG] : PuzzleSolution:  part puzzle users/0/test_20191128_142453/piece3.png is created
[2019-11-28 14:24:54,012] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-28 14:24:54,112] [DEBUG] : PuzzleSolution:  future_matches match found at: 194.89620971679688 : 167.67227681477866
[2019-11-28 14:24:54,137] [DEBUG] : PuzzleSolution:  part puzzle users/0/test_20191128_142453/piece4.png is created
[2019-11-28 14:24:54,137] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-28 14:24:54,247] [DEBUG] : PuzzleSolution:  future_matches match found at: 475.13587951660156 : 165.04400444030762
[2019-11-28 14:24:54,596] [DEBUG] : PuzzleSolution: progress_bar.value =12.11111111111111
[2019-11-28 14:24:54,607] [DEBUG] : PuzzleSolution: progress_bar.value =23.22222222222222
[2019-11-28 14:24:55,485] [DEBUG] : PictureViewScreen: full_puzzle_on_click is called for puzzle: users/0/test_20191128_142453/FullPuzzle.png 
[2019-11-28 14:24:55,500] [INFO] : PictureScreen: called for picture:users/0/test_20191128_142453/FullPuzzle.png
[2019-11-28 14:24:55,596] [DEBUG] : PuzzleSolution: progress_bar.value =34.33333333333333
[2019-11-28 14:24:55,610] [DEBUG] : PuzzleSolution: progress_bar.value =45.44444444444444
[2019-11-28 14:24:56,599] [DEBUG] : PuzzleSolution: progress_bar.value =56.55555555555556
[2019-11-28 14:24:56,612] [DEBUG] : PuzzleSolution: progress_bar.value =67.66666666666667
[2019-11-28 14:24:57,597] [DEBUG] : PuzzleSolution: progress_bar.value =78.77777777777779
[2019-11-28 14:24:57,610] [DEBUG] : PuzzleSolution: progress_bar.value =89.8888888888889
[2019-11-28 14:24:58,608] [DEBUG] : PuzzleSolution: progress_bar.value =100.0
[2019-11-28 14:25:02,920] [DEBUG] : PictureViewScreen: labels are configured
[2019-11-28 14:25:04,093] [DEBUG] : PictureViewScreen: pieces_puzzle_on_click is called for puzzle: users/0/test_20191128_142453/PiecesPuzzle.png 
[2019-11-28 14:25:04,106] [INFO] : PictureScreen: called for picture:users/0/test_20191128_142453/PiecesPuzzle.png
[2019-11-28 14:25:05,515] [DEBUG] : PictureViewScreen: labels are configured
[2019-11-28 14:25:06,417] [DEBUG] : PictureViewScreen: solution_puzzle_on_click is called for puzzle: users/0/test_20191128_142453/SolutionPuzzle.png 
[2019-11-28 14:25:06,443] [INFO] : PictureScreen: called for picture:users/0/test_20191128_142453/SolutionPuzzle.png
[2019-11-28 14:31:14,460] [DEBUG] : PictureViewScreen: labels are configured
[2019-11-28 14:31:16,221] [DEBUG] : PictureViewScreen: solution_puzzle_on_click is called for puzzle: users/0/test_20191128_142453/SolutionPuzzle.png 
[2019-11-28 14:31:16,221] [INFO] : PictureScreen: called for picture:users/0/test_20191128_142453/SolutionPuzzle.png
[2019-11-28 14:31:44,719] [DEBUG] : PictureViewScreen: labels are configured
[2019-11-28 14:31:46,060] [DEBUG] : PictureViewScreen: btn_goback is clicked
