[2019-11-17 08:20:10,585] [INFO] : RootScreen: App has started
[2019-11-17 08:20:21,119] [DEBUG] : LanguageScreen: mk language is used
[2019-11-17 08:20:23,021] [DEBUG] : Homeboard:  No-user
[2019-11-17 08:20:23,022] [DEBUG] : Homeboard: labels are configured.
[2019-11-17 08:20:24,637] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-17 08:20:32,507] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to FullPuzzle
[2019-11-17 08:20:32,509] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-11-17 08:20:43,341] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Desktop\FullPuzzle2.png is copied
[2019-11-17 08:20:43,353] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-17 08:20:44,790] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to PiecesPuzzle
[2019-11-17 08:20:44,790] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-11-17 08:21:09,300] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Desktop\PiecesPuzzle2.png is copied
[2019-11-17 08:21:09,302] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-11-17 08:21:15,951] [DEBUG] : PuzzleConnection: check_user_puzzle_rel:False
[2019-11-17 08:21:15,953] [INFO] : NewPuzzleScreen: Folder users/0/hey_20191117_082115 is created.
[2019-11-17 08:21:15,957] [INFO] : NewPuzzleScreen: file users/0/hey_20191117_082115/FullPuzzle.png is moved
[2019-11-17 08:21:15,962] [INFO] : NewPuzzleScreen: file users/0/hey_20191117_082115/PiecesPuzzle.png is moved
[2019-11-17 08:21:15,972] [DEBUG] : PuzzleSolution: progressbar pop is open
[2019-11-17 08:21:15,973] [DEBUG] : PuzzleSolution: initialize
[2019-11-17 08:21:15,973] [DEBUG] : PuzzleSolution: solve_puzzle is called.
[2019-11-17 08:21:15,974] [DEBUG] : PuzzleSolution: solve_puzzle_algorithm is called.
[2019-11-17 08:21:16,024] [DEBUG] : PuzzleConnection: update_puzzle_solution called for Puzzle id:0. Solution Path:users/0/hey_20191117_082115//SolutionPuzzle.png
[2019-11-17 08:21:16,025] [INFO] : NewPuzzleScreen: Puzzle is solved.
[2019-11-17 08:21:16,028] [DEBUG] : PictureViewScreen: labels are configured
[2019-11-17 08:21:16,178] [INFO] : PuzzleSolution: Number of Contours found = 17
[2019-11-17 08:21:16,211] [DEBUG] : PuzzleSolution:  part puzzle users/0/hey_20191117_082115/piece1.png is created
[2019-11-17 08:21:16,212] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-17 08:21:16,395] [DEBUG] : PuzzleSolution:  future_matches match found at: 500.54168701171875 : 97.87058321634929
[2019-11-17 08:21:16,426] [DEBUG] : PuzzleSolution:  part puzzle users/0/hey_20191117_082115/piece2.png is created
[2019-11-17 08:21:16,426] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-17 08:21:16,535] [DEBUG] : PuzzleSolution:  future_matches match found at: 90.65113321940105 : 246.46001688639322
[2019-11-17 08:21:16,561] [DEBUG] : PuzzleSolution:  part puzzle users/0/hey_20191117_082115/piece3.png is created
[2019-11-17 08:21:16,561] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-17 08:21:16,664] [DEBUG] : PuzzleSolution:  future_matches match found at: 82.10072326660156 : 106.32845001220703
[2019-11-17 08:21:16,693] [DEBUG] : PuzzleSolution:  part puzzle users/0/hey_20191117_082115/piece4.png is created
[2019-11-17 08:21:16,693] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-17 08:21:16,789] [DEBUG] : PuzzleSolution:  part puzzle users/0/hey_20191117_082115/piece5.png is created
[2019-11-17 08:21:16,789] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-17 08:21:16,895] [DEBUG] : PuzzleSolution:  part puzzle users/0/hey_20191117_082115/piece6.png is created
[2019-11-17 08:21:16,895] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-17 08:21:17,002] [DEBUG] : PuzzleSolution:  part puzzle users/0/hey_20191117_082115/piece7.png is created
[2019-11-17 08:21:17,002] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-17 08:21:17,103] [DEBUG] : PuzzleSolution:  future_matches match found at: 423.24151102701825 : 180.8310546875
[2019-11-17 08:21:17,129] [DEBUG] : PuzzleSolution:  part puzzle users/0/hey_20191117_082115/piece8.png is created
[2019-11-17 08:21:17,129] [DEBUG] : PuzzleSolution:  future_matches is called.
[2019-11-17 08:21:17,158] [DEBUG] : PuzzleSolution: progress_bar.value =6.882352941176471
[2019-11-17 08:21:17,197] [DEBUG] : PuzzleSolution: progress_bar.value =12.764705882352942
