[2019-12-23 19:00:55,807] [INFO] : RootScreen: App has started
[2019-12-23 19:01:25,597] [DEBUG] : LanguageScreen: mk language is used
[2019-12-23 19:01:28,906] [DEBUG] : SignUpScreen: labels are configured.
[2019-12-23 19:01:32,976] [DEBUG] : SignInScreen: labels are configured
[2019-12-23 19:01:38,971] [DEBUG] : Homeboard:  No-user
[2019-12-23 19:01:38,972] [DEBUG] : Homeboard: labels are configured.
[2019-12-23 19:01:57,691] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-12-23 19:02:16,492] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to FullPuzzle
[2019-12-23 19:02:16,494] [DEBUG] : CameraScreen: labels configured.
[2019-12-23 19:02:17,938] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-12-23 19:02:17,938] [DEBUG] : CameraScreen: go_back is called.
[2019-12-23 19:02:32,291] [DEBUG] : NewPuzzleScreen: CAMERA_CALLED is changed to FullPuzzle
[2019-12-23 19:02:32,291] [DEBUG] : CameraScreen: labels configured.
[2019-12-23 19:02:34,771] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-12-23 19:02:34,771] [DEBUG] : CameraScreen: go_back is called.
[2019-12-23 19:02:36,232] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to FullPuzzle
[2019-12-23 19:02:36,236] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-12-23 19:02:58,411] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Desktop\Puzzles\Good Puzzles\Farm1\FullPuzzle.png is copied
[2019-12-23 19:02:58,448] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-12-23 19:03:00,753] [DEBUG] : NewPuzzleScreen: DIRECTORY_CALLED is changed to PiecesPuzzle
[2019-12-23 19:03:00,753] [DEBUG] : ChooseFileScreen: labels are configured.
[2019-12-23 19:03:03,556] [INFO] : ChooseFileScreen: file C:\Users\Filip.Dimovski\Desktop\Puzzles\Good Puzzles\Farm1\PiecesPuzzle.png is copied
[2019-12-23 19:03:03,557] [DEBUG] : NewPuzzleScreen: labels are configured
[2019-12-23 19:03:06,402] [DEBUG] : PuzzleConnection: check_user_puzzle_rel:False
[2019-12-23 19:03:06,403] [INFO] : NewPuzzleScreen: Folder users/0/test_20191223_190306 is created.
[2019-12-23 19:03:06,405] [INFO] : NewPuzzleScreen: file users/0/test_20191223_190306/FullPuzzle.png is moved
[2019-12-23 19:03:06,408] [INFO] : NewPuzzleScreen: file users/0/test_20191223_190306/PiecesPuzzle.png is moved
[2019-12-23 19:03:06,487] [DEBUG] : PuzzleSolution: progressbar pop is open
[2019-12-23 19:03:06,488] [DEBUG] : PuzzleSolution: initialize
[2019-12-23 19:03:06,488] [DEBUG] : PuzzleSolution: solve_puzzle is called.
[2019-12-23 19:03:06,488] [DEBUG] : PuzzleSolution: solve_puzzle_algorithm is called.
[2019-12-23 19:03:06,510] [DEBUG] : PuzzleConnection: update_puzzle_solution called for Puzzle id:0. Solution Path:users/0/test_20191223_190306//SolutionPuzzle.png
[2019-12-23 19:03:06,510] [INFO] : NewPuzzleScreen: Puzzle is solved.
